Dataset,Panel,Sampling seed,Original features,Alternative features,Accuracy,Macro-F1,Positive F1,Delta Macro-F1 vs original,Feature ids
SMS Spam,1,2026,11,9,0.9760,0.9469,0.9077,+0.0096,original:mentions_prize_reward_gift; original:impersonates_official_entity; original:uses_promotional_or_marketing_claim; original:mentions_discount_or_rate; original:uses_deadline_or_expiry; original:threatens_loss_or_penalty; original:contains_all_caps_or_exclamation_emphasis; original:asks_click_link; original:requests_immediate_action; original:mentions_meeting_family_friends; original:uses_casual_emotional_language; alternative:sms_alt_c04; alternative:sms_alt_c09; alternative:sms_alt_c10; alternative:sms_alt_c18; alternative:sms_alt_c19; alternative:sms_alt_c20; alternative:sms_alt_c29; alternative:sms_alt_c33; alternative:sms_alt_c35
ADE,73,2028,11,9,0.7700,0.7340,0.6361,-0.0237,original:mentions_medication_or_drug; original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_symptom_or_condition; original:mentions_severity; original:mentions_rechallenge_or_recovery; original:mentions_onset_or_duration; original:contains_uncertainty_or_possible; original:reports_no_drug_link; original:describes_indication_or_background; original:discusses_general_pharmacology; alternative:ade_alt_c03; alternative:ade_alt_c04; alternative:ade_alt_c09; alternative:ade_alt_c11; alternative:ade_alt_c19; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c37; alternative:ade_alt_c35
ADE,74,2028,10,10,0.8020,0.7610,0.6621,+0.0034,original:mentions_medication_or_drug; original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_adverse_reaction; original:mentions_lab_or_diagnostic_abnormality; original:links_event_to_medication; original:mentions_rechallenge_or_recovery; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:describes_indication_or_background; alternative:ade_alt_c02; alternative:ade_alt_c03; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c12; alternative:ade_alt_c20; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c37; alternative:ade_alt_c39
ADE,75,2028,10,10,0.8070,0.7635,0.6620,+0.0058,original:mentions_medication_or_drug; original:mentions_severity; original:mentions_lab_or_diagnostic_abnormality; original:links_event_to_medication; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_expected_therapeutic_effect; original:describes_indication_or_background; original:discusses_general_pharmacology; alternative:ade_alt_c01; alternative:ade_alt_c02; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c17; alternative:ade_alt_c19; alternative:ade_alt_c26; alternative:ade_alt_c27; alternative:ade_alt_c39
ADE,76,2028,10,10,0.7670,0.7312,0.6331,-0.0265,original:mentions_medication_or_drug; original:mentions_drug_discontinuation; original:mentions_drug_interaction; original:mentions_severity; original:mentions_lab_or_diagnostic_abnormality; original:mentions_temporal_after_use; original:mentions_rechallenge_or_recovery; original:contains_negation_no_event; original:mentions_study_or_trial_context; original:discusses_general_pharmacology; alternative:ade_alt_c01; alternative:ade_alt_c09; alternative:ade_alt_c11; alternative:ade_alt_c12; alternative:ade_alt_c17; alternative:ade_alt_c20; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c27; alternative:ade_alt_c28
ADE,77,2028,9,11,0.8150,0.7703,0.6691,+0.0127,original:mentions_medication_or_drug; original:mentions_drug_interaction; original:mentions_symptom_or_condition; original:mentions_temporal_after_use; original:mentions_rechallenge_or_recovery; original:contains_uncertainty_or_possible; original:reports_no_drug_link; original:describes_indication_or_background; original:discusses_general_pharmacology; alternative:ade_alt_c02; alternative:ade_alt_c03; alternative:ade_alt_c09; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c18; alternative:ade_alt_c19; alternative:ade_alt_c29; alternative:ade_alt_c27; alternative:ade_alt_c39; alternative:ade_alt_c36
ADE,78,2028,12,8,0.7940,0.7557,0.6589,-0.0020,original:mentions_medication_or_drug; original:mentions_dose_or_frequency; original:mentions_drug_interaction; original:mentions_adverse_reaction; original:mentions_lab_or_diagnostic_abnormality; original:links_event_to_medication; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_study_or_trial_context; original:mentions_expected_therapeutic_effect; original:discusses_general_pharmacology; alternative:ade_alt_c01; alternative:ade_alt_c02; alternative:ade_alt_c03; alternative:ade_alt_c19; alternative:ade_alt_c27; alternative:ade_alt_c39; alternative:ade_alt_c35; alternative:ade_alt_c36
ADE,79,2028,4,16,0.7900,0.7461,0.6404,-0.0116,original:mentions_drug_interaction; original:mentions_severity; original:mentions_temporal_after_use; original:mentions_study_or_trial_context; alternative:ade_alt_c01; alternative:ade_alt_c02; alternative:ade_alt_c11; alternative:ade_alt_c12; alternative:ade_alt_c17; alternative:ade_alt_c18; alternative:ade_alt_c19; alternative:ade_alt_c20; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c27; alternative:ade_alt_c28; alternative:ade_alt_c37; alternative:ade_alt_c39; alternative:ade_alt_c35; alternative:ade_alt_c36
ADE,80,2028,8,12,0.8120,0.7694,0.6702,+0.0117,original:mentions_medication_or_drug; original:mentions_dose_or_frequency; original:mentions_adverse_reaction; original:links_event_to_medication; original:contains_negation_no_event; original:mentions_study_or_trial_context; original:describes_indication_or_background; original:discusses_general_pharmacology; alternative:ade_alt_c01; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c17; alternative:ade_alt_c18; alternative:ade_alt_c20; alternative:ade_alt_c27; alternative:ade_alt_c28; alternative:ade_alt_c37; alternative:ade_alt_c35; alternative:ade_alt_c36
ADE,81,2028,9,11,0.7130,0.6791,0.5748,-0.0786,original:mentions_drug_discontinuation; original:mentions_symptom_or_condition; original:mentions_adverse_reaction; original:mentions_severity; original:mentions_onset_or_duration; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:reports_no_drug_link; original:mentions_study_or_trial_context; alternative:ade_alt_c02; alternative:ade_alt_c04; alternative:ade_alt_c09; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c12; alternative:ade_alt_c19; alternative:ade_alt_c20; alternative:ade_alt_c27; alternative:ade_alt_c37; alternative:ade_alt_c35
ADE,82,2028,11,9,0.8090,0.7639,0.6607,+0.0063,original:mentions_drug_interaction; original:mentions_symptom_or_condition; original:mentions_severity; original:mentions_temporal_after_use; original:mentions_onset_or_duration; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_study_or_trial_context; original:describes_indication_or_background; original:discusses_general_pharmacology; alternative:ade_alt_c03; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c12; alternative:ade_alt_c17; alternative:ade_alt_c18; alternative:ade_alt_c29; alternative:ade_alt_c37; alternative:ade_alt_c36
ADE,83,2028,12,8,0.7940,0.7552,0.6578,-0.0024,original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_drug_interaction; original:mentions_adverse_reaction; original:mentions_severity; original:mentions_lab_or_diagnostic_abnormality; original:mentions_temporal_after_use; original:mentions_onset_or_duration; original:states_alternative_cause; original:mentions_expected_therapeutic_effect; original:describes_indication_or_background; original:discusses_general_pharmacology; alternative:ade_alt_c01; alternative:ade_alt_c09; alternative:ade_alt_c11; alternative:ade_alt_c17; alternative:ade_alt_c19; alternative:ade_alt_c20; alternative:ade_alt_c27; alternative:ade_alt_c36
ADE,84,2028,10,10,0.8060,0.7654,0.6678,+0.0077,original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_adverse_reaction; original:mentions_severity; original:mentions_lab_or_diagnostic_abnormality; original:links_event_to_medication; original:mentions_temporal_after_use; original:mentions_rechallenge_or_recovery; original:contains_negation_no_event; original:contains_uncertainty_or_possible; alternative:ade_alt_c01; alternative:ade_alt_c02; alternative:ade_alt_c04; alternative:ade_alt_c09; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c20; alternative:ade_alt_c26; alternative:ade_alt_c27; alternative:ade_alt_c35
ADE,85,2028,11,9,0.8250,0.7832,0.6881,+0.0256,original:mentions_medication_or_drug; original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_symptom_or_condition; original:links_event_to_medication; original:mentions_rechallenge_or_recovery; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_study_or_trial_context; original:mentions_expected_therapeutic_effect; alternative:ade_alt_c01; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c17; alternative:ade_alt_c18; alternative:ade_alt_c19; alternative:ade_alt_c27; alternative:ade_alt_c28; alternative:ade_alt_c35
ADE,86,2028,11,9,0.8080,0.7678,0.6712,+0.0102,original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_symptom_or_condition; original:mentions_adverse_reaction; original:mentions_lab_or_diagnostic_abnormality; original:mentions_temporal_after_use; original:mentions_rechallenge_or_recovery; original:mentions_onset_or_duration; original:contains_negation_no_event; original:reports_no_drug_link; original:describes_indication_or_background; alternative:ade_alt_c01; alternative:ade_alt_c02; alternative:ade_alt_c04; alternative:ade_alt_c09; alternative:ade_alt_c10; alternative:ade_alt_c17; alternative:ade_alt_c27; alternative:ade_alt_c39; alternative:ade_alt_c36
ADE,87,2028,10,10,0.7870,0.7457,0.6432,-0.0120,original:mentions_drug_interaction; original:mentions_adverse_reaction; original:links_event_to_medication; original:mentions_rechallenge_or_recovery; original:mentions_onset_or_duration; original:contains_uncertainty_or_possible; original:reports_no_drug_link; original:mentions_study_or_trial_context; original:mentions_expected_therapeutic_effect; original:discusses_general_pharmacology; alternative:ade_alt_c02; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c17; alternative:ade_alt_c19; alternative:ade_alt_c20; alternative:ade_alt_c29; alternative:ade_alt_c37; alternative:ade_alt_c35; alternative:ade_alt_c36
ADE,88,2028,8,12,0.8020,0.7610,0.6621,+0.0034,original:mentions_medication_or_drug; original:mentions_lab_or_diagnostic_abnormality; original:links_event_to_medication; original:mentions_temporal_after_use; original:mentions_rechallenge_or_recovery; original:contains_negation_no_event; original:reports_no_drug_link; original:describes_indication_or_background; alternative:ade_alt_c02; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c12; alternative:ade_alt_c17; alternative:ade_alt_c19; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c27; alternative:ade_alt_c37; alternative:ade_alt_c36
ADE,89,2028,12,8,0.8060,0.7630,0.6620,+0.0053,original:mentions_medication_or_drug; original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_lab_or_diagnostic_abnormality; original:links_event_to_medication; original:mentions_temporal_after_use; original:mentions_rechallenge_or_recovery; original:mentions_onset_or_duration; original:contains_negation_no_event; original:reports_no_drug_link; original:mentions_study_or_trial_context; original:mentions_expected_therapeutic_effect; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c17; alternative:ade_alt_c20; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c39; alternative:ade_alt_c36
ADE,90,2028,10,10,0.7580,0.7206,0.6183,-0.0371,original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_severity; original:links_event_to_medication; original:mentions_onset_or_duration; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_study_or_trial_context; original:discusses_general_pharmacology; alternative:ade_alt_c02; alternative:ade_alt_c04; alternative:ade_alt_c12; alternative:ade_alt_c17; alternative:ade_alt_c19; alternative:ade_alt_c20; alternative:ade_alt_c26; alternative:ade_alt_c28; alternative:ade_alt_c35; alternative:ade_alt_c36
ADE,91,2028,9,11,0.8070,0.7664,0.6690,+0.0087,original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_symptom_or_condition; original:mentions_adverse_reaction; original:mentions_severity; original:links_event_to_medication; original:mentions_rechallenge_or_recovery; original:reports_no_drug_link; original:discusses_general_pharmacology; alternative:ade_alt_c01; alternative:ade_alt_c02; alternative:ade_alt_c03; alternative:ade_alt_c04; alternative:ade_alt_c10; alternative:ade_alt_c12; alternative:ade_alt_c19; alternative:ade_alt_c26; alternative:ade_alt_c39; alternative:ade_alt_c35; alternative:ade_alt_c36
ADE,92,2028,8,12,0.8200,0.7701,0.6629,+0.0124,original:mentions_drug_discontinuation; original:mentions_severity; original:mentions_rechallenge_or_recovery; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_expected_therapeutic_effect; original:describes_indication_or_background; original:discusses_general_pharmacology; alternative:ade_alt_c02; alternative:ade_alt_c09; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c18; alternative:ade_alt_c19; alternative:ade_alt_c20; alternative:ade_alt_c27; alternative:ade_alt_c28; alternative:ade_alt_c37; alternative:ade_alt_c35; alternative:ade_alt_c36
ADE,93,2028,11,9,0.8220,0.7797,0.6833,+0.0221,original:mentions_drug_interaction; original:mentions_severity; original:mentions_lab_or_diagnostic_abnormality; original:links_event_to_medication; original:mentions_temporal_after_use; original:mentions_rechallenge_or_recovery; original:mentions_onset_or_duration; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_expected_therapeutic_effect; alternative:ade_alt_c01; alternative:ade_alt_c03; alternative:ade_alt_c09; alternative:ade_alt_c10; alternative:ade_alt_c17; alternative:ade_alt_c18; alternative:ade_alt_c26; alternative:ade_alt_c28; alternative:ade_alt_c39
ADE,94,2028,10,10,0.7970,0.7463,0.6329,-0.0113,original:mentions_dose_or_frequency; original:mentions_drug_discontinuation; original:mentions_drug_interaction; original:mentions_symptom_or_condition; original:mentions_adverse_reaction; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:states_alternative_cause; original:mentions_study_or_trial_context; original:discusses_general_pharmacology; alternative:ade_alt_c02; alternative:ade_alt_c03; alternative:ade_alt_c10; alternative:ade_alt_c17; alternative:ade_alt_c19; alternative:ade_alt_c20; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c37; alternative:ade_alt_c36
ADE,95,2028,9,11,0.7870,0.7467,0.6456,-0.0110,original:mentions_medication_or_drug; original:mentions_drug_interaction; original:mentions_lab_or_diagnostic_abnormality; original:mentions_temporal_after_use; original:mentions_onset_or_duration; original:contains_negation_no_event; original:contains_uncertainty_or_possible; original:reports_no_drug_link; original:discusses_general_pharmacology; alternative:ade_alt_c01; alternative:ade_alt_c03; alternative:ade_alt_c04; alternative:ade_alt_c09; alternative:ade_alt_c10; alternative:ade_alt_c11; alternative:ade_alt_c12; alternative:ade_alt_c20; alternative:ade_alt_c29; alternative:ade_alt_c26; alternative:ade_alt_c36
